tipooperador,empresabandera,razonsocial,cuit,direccion,localidad,provincia,Longitude,Latitude
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,KREITZ JUAN EDUARDO,20-27965919-9,VIEDMA 314,STROEDER,BUENOS AIRES,-62.62018,-40.18497
Combustibles líquidos únicamente,AXION,CARDINAL S.R.L,33-71573489-9,AV. RIVADAVIA (O) 595,SGO. DEL ESTERO,SANTIAGO DEL ESTERO,-64.265823,-27.784401
Duales (líquidos + GNC),YPF,FANTINI & CIA SA,30-71635505-1,RUTA 17 KM 149 INTERSECCION RUTA 10,LA PUERTA,CORDOBA,-63.248871,-30.887732
Combustibles líquidos únicamente,AXION,VESCIA ERNESTO,27-13290200-9,CARCANO 1048,CARLOS PAZ,CORDOBA,-64.501213,-31.438227
Combustibles líquidos únicamente,AXION,VESCIA ERNESTO,27-13290200-9,AV. SAN MARTIN E H. YRIGOYEN,CARLOS PAZ,CORDOBA,-64.48813,-31.41443
Duales (líquidos + GNC),AXION,ALT S.A.,33-71043961-9,LUCAS V CORDOBA 2104,ALTA GRACIA,CORDOBA,-64.434677,-31.635516
Combustibles líquidos únicamente,PUMA,SERVAR S.A.S,30-71619263-2,JULIO A. ROCA E INDEPENDENCIA,TOSTADO,SANTA FE,-61.76835,-29.232648
Combustibles líquidos únicamente,AXION,ESQUINA KAIKEN S.A.,30-71471126-8,AV. MASSEY 1302 ESQ. AMEGHINO 0,LINCOLN,BUENOS AIRES,-61.531609,-34.869372
Duales (líquidos + GNC),SHELL C.A.P.S.A.,ESTACION CENTRAL SAS,33-71620200-9,iGNACIO DE LA ROZA Y CIRCUNVALACION OESTE,SAN JUAN,SAN JUAN,-68.55367,-31.5383
Combustibles líquidos únicamente,GULF,NUESTRA SEÑORA DE LAS MERCEDES SRL,30-71519583-2,Bv Sastre 3289,ZAVALLA,SANTA FE,-60.88276,-33.019082
Combustibles líquidos únicamente,DAPSA S.A.,DANTE RAUL BRUNETTI,20-24090036-0,AV. GENERAL PAZ 618 ESQ. GUEMES 0,MIRAMAR,CORDOBA,-62.676344,-30.920945
Duales (líquidos + GNC),BLANCA,SERVIOLMOS SRL,30-70777001-1,AV. 44 Y RUTA 36,LISANDRO OLMOS,BUENOS AIRES,-58.042168,-34.99083
Duales (líquidos + GNC),PUMA,PAMPA POZO S.A.,30-67787078-4,H YRIGOYEN 2779 SAN FERNANDO,SAN FERNANDO,BUENOS AIRES,-58.569536,-34.45025
Combustibles líquidos únicamente,PUMA,ARRATE JOSE LUIS,20-13207323-7,AV. SAN MARTIN 815,ADOLFO GONZALEZ CHAVEZ,BUENOS AIRES,-60.090439,-38.034996
Combustibles líquidos únicamente,YPF,BIELVA SA,30-71077047-2,Colombres 1196,LOMAS DE ZAMORA,BUENOS AIRES,-58.414836,-34.762363
Combustibles líquidos únicamente,GULF,COMBUSTIBLES PARANA SAS,30-71636024-1,AV. DE LAS AMERICAS 5171,PARANA,ENTRE RIOS,-60.51624,-31.78869
Combustibles líquidos únicamente,AXION,LA ROTONDA SRL,33-59072191-9,Continuacion Blas Parera 25,FORMOSA,FORMOSA,-58.209188,-26.186712
Duales (líquidos + GNC),SHELL C.A.P.S.A.,DISTRIBEN S.A.,33-67848814-9,RUTA 9 KM 38.200 0,BENAVIDEZ,BUENOS AIRES,-58.701735,-34.413758
Duales (líquidos + GNC),SHELL C.A.P.S.A.,RTR S.A.,30-68679600-7,AVENIDA JUAN DOMINGO PERON 6785,BENAVIDEZ,BUENOS AIRES,-58.701461,-34.413533
Sólo GNC,BLANCA,MARCOS PAZ G.N.C. S.A.,30-70913609-3,RUTA 40 ESQUINA CALLE 129,NAVARRO,BUENOS AIRES,-59.262302,-35.004288
Combustibles líquidos únicamente,BLANCA,ELVIO YBAÑEZ SRL,30-71514235-6,Av. 25 de Mayo  Sur y Clodomira,AÑATUYA,SANTIAGO DEL ESTERO,-62.82458,-28.46884
Duales (líquidos + GNC),YPF,SERBE S.R.L.,30-71555040-3,CRUC.GRAL.BELGRANO 617-EX RUTA 42-KM.37,MONTE RICO,JUJUY,-65.17043,-24.44284
Duales (líquidos + GNC),YPF,D-COM SRL,30-71623851-9,JUAN PABLO II 386,GRAL. DEHEZA,CORDOBA,-63.78651,-32.75147
Combustibles líquidos únicamente,YPF,AMERICA 210 SA,30-71554428-4,REPUBLICA ARGENTINA 93,GUERNICA,BUENOS AIRES,-58.380809,-34.923553
Combustibles líquidos únicamente,PUMA,CASAMASSIMA LEANDRO OMAR Y CASAMASSIMA MARTIN ALEJANDRO S.H.,30-71511814-5,Avenida La Plata 1614,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.425017,-34.633839
Combustibles líquidos únicamente,YPF,VASA S.A.,30-71410928-2,SEVERO DEL CASTILLO 4660 (LOS CORRALITOS),GUAYMALLEN,MENDOZA,-68.696964,-32.901743
Combustibles líquidos únicamente,AXION,"BORDAQUEVICH, HUGO JOSE",20-18054580-9,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,-55.523265,-27.976154
Combustibles líquidos únicamente,BLANCA,FERNANDO PAOLO FREDIANI,23-31761420-9,RUTA 17 Y RUTA 26 0 CRUCE DE RUTAS ACCESO A FUENTES,FUENTES,SANTA FE,-61.08207,-33.16864
Combustibles líquidos únicamente,AXION,ROCCA SUR S.R.L.,30-71545817-5,Pasaje Juan Maria Gutierrez 3480,SAN CARLOS DE BARILOCHE,RIO NEGRO,-71.31714,-41.160059
Combustibles líquidos únicamente,YPF,SHIGA MOTORS S.A.,30-71575354-1,"Calle Guido 490 y Colectora, Acceso Norte Km 53",PILAR,BUENOS AIRES,-58.896504,-34.448934
Duales (líquidos + GNC),SHELL C.A.P.S.A.,MERI MAR SRL,30-70790209-0,CAMINO CENTENARIO Y CALLE 403,VILLA ELISA,BUENOS AIRES,-58.09911,-34.848024
Sólo GNC,BLANCA,NUVICO S.A.,30-71587382-2,Av. Juan B. Justo 4631,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.46511,-34.60896
Combustibles líquidos únicamente,YPF,NAHUEN SRL,30-71471442-9,AVDA BICENTENARIO S/N,CONCEPCION,TUCUMAN,-65.59343,-27.35071
Duales (líquidos + GNC),PUMA,NORTE GAS S.R.L.,30-71213070-5,Bv. Gral. Rondeau 4353,ROSARIO,SANTA FE,-60.698902,-32.87405
Combustibles líquidos únicamente,BLANCA,PARQUE COMB SA,30-71510712-7,AV. JULIAN CASTRO 1335,MERLO,BUENOS AIRES,-58.711693,-34.690969
Combustibles líquidos únicamente,PUMA,PETROL SUR S.A.,30-71271740-4,RUTA NAC. 8 KM 650,SAMPACHO,CORDOBA,-64.732853,-33.397025
Combustibles líquidos únicamente,GULF,LAS MALVINAS,20-20268792-0,av las malvinas 1597,CORDOBA,CORDOBA,-64.150294,-31.392648
Duales (líquidos + GNC),BLANCA,ALE Y JOR S.A.,30-71101070-6,143 N° 8 ESQUINA 32,LA PLATA,BUENOS AIRES,-58.006021,-34.934723
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,RED DE SERVICIOS RURALES S.R.L,30-70871402-6,MURGIER 1801,AYACUCHO,BUENOS AIRES,-58.48761,-37.16051
Combustibles líquidos únicamente,YPF,SUR CARBURANTES S.A,30-71545874-4,AV. MARIANO CASTEX 815,EZEIZA,BUENOS AIRES,-58.502675,-34.853613
Combustibles líquidos únicamente,YPF,GOBERNADOR PEDRO FERRE SA,30-71623606-0,AV. PEDRO FERRE  2590,CORRIENTES,CORRIENTES,-58.82004,-27.47817
Combustibles líquidos únicamente,AXION,DT3 COMBUSTIBLES S.A.,30-71586500-5,AV. GOBERNADOR FREYRE 2304 ESQ. MENDOZA,SANTA FE,SANTA FE,-60.718329,-31.646115
Duales (líquidos + GNC),REFINOR,ESE GAS SRL,30-70824070-9,RUTA NAC. 38 KM 718 Y CALLE DE ACCESO A RIO CHICO,RIO CHICO,TUCUMAN,-65.619677,-27.482056
Combustibles líquidos únicamente,YPF,NEO PAMPEANA S.A.,33-71572925-9,Av. Colella y España 0,HINOJO,BUENOS AIRES,-60.16698,-36.86633
Combustibles líquidos únicamente,BLANCA,LA LUMBRERA SRL,30-70908306-2,"RUTA 90 KM.67,5",MAXIMO PAZ,SANTA FE,-60.94884,-33.49353
Duales (líquidos + GNC),BLANCA,ATLANTICA S.R.L,30-71636440-9,Colon Nº 309,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,-64.268935,-27.791524
Duales (líquidos + GNC),YPF,GNC AU VILLA MARIA S.R.L.,30-71362880-4,RUTA NACIONAL 158 KM 158,VILLA MARIA,CORDOBA,-63.236296,-32.36061
Duales (líquidos + GNC),SHELL C.A.P.S.A.,OPERADORA SAN JUAN S.A.,30-70949742-8,AVENIDA COLON  5786,MAR DEL PLATA,BUENOS AIRES,-57.582292,-37.98739
Duales (líquidos + GNC),PUMA,ESTACION DE SERVICIOS SANTA TERESITA,30-71554266-4,AV. EVA PERON 3668,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.46665,-34.64604
Sólo GNC,BLANCA,GNC MILENIUM,23-21878585-9,Avellaneda 191,GRAL. RAMIREZ,ENTRE RIOS,-60.198533,-32.171618
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,BIGLIONE SRL,30-71435462-7,AV. MITRE 1290 Y CORRIENTES 0,VILLA MERCEDES,SAN LUIS,-65.460546,-33.669825
Duales (líquidos + GNC),PUMA,COPES SAS,30-71634732-6,COLON 1501,CORDOBA,CORDOBA,-64.20366,-31.40783
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,ECONORTE-2 S.A.,30-70867368-0,Dean Funes 5100,TIGRE,BUENOS AIRES,-58.715183,-34.391446
Combustibles líquidos únicamente,YPF,RICARDO RISATTI SACIF,33-52593518-9,PETTIT BON ESQUINA PASAJE ORTIZ,LABOULAYE,CORDOBA,-63.392931,-34.136557
Combustibles líquidos únicamente,YPF,OGP CAÑUELAS SA,30-71609044-9,RUTA 6 KM 92,CAÑUELAS,BUENOS AIRES,-58.72476,-35.030647
Duales (líquidos + GNC),SHELL C.A.P.S.A.,CENTRO BEBIDAS SRL,30-69887189-6,COLECT RP 28 ESQ 9 DE JULIO,TANTI,CORDOBA,-64.55065,-31.359315
Combustibles líquidos únicamente,YPF,HEBERTO J. MUÑECAS S.A.,30-71456761-2,Rochdale 2054,GRAL. ROCA,RIO NEGRO,-67.53889,-39.03493
Combustibles líquidos únicamente,GULF,MCG COMBUSTIBLES S.A.,30-71586164-6,PORFIRIO SEPPEY 751,VILLA MARIA,CORDOBA,-63.224738,-32.410567
Combustibles líquidos únicamente,YPF,CAMINO A CASA SA,30-71563708-8,Ruta Nac. N°7 km 96.5,SAN ANDRES DE GILES,BUENOS AIRES,-59.38908,-34.46928
Duales (líquidos + GNC),SHELL C.A.P.S.A.,ESTACION DE SERVICIO ALCOVER SRL,30-71553751-2,AV.  EVA PERON 7460,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.501216,-34.673961
Combustibles líquidos únicamente,GULF,PARADOR POSTA RUTA 34 SRL,30-70925103-8,ruta 34 km388,CERES,SANTA FE,-61.939834,-29.872399
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,AZUL COMBUSTIBLES S.A.,30-69088766-1,PROVINCIAS UNIDAS 3398,ROSARIO,SANTA FE,-60.711872,-32.967864
Combustibles líquidos únicamente,BLANCA,"RODRIGUEZ, SERGIO ADRIAN",20-29463572-7,MITRE 4,MOISES VILLE,SANTA FE,-61.470291,-30.716644
Combustibles líquidos únicamente,AXION,LUBRICANTES Y COMBUSTIBLES D´ATRI SRL,30-70946580-1,AGUSTIN M GARCIA 9647,BENAVIDEZ,BUENOS AIRES,-58.663366,-34.39271
Duales (líquidos + GNC),SHELL C.A.P.S.A.,ANJOR SA,30-70748118-4,AV RECTA MARTINOLLI 8663,CORDOBA,CORDOBA,-64.283146,-31.34642
Combustibles líquidos únicamente,BLANCA,FEDERICO HERRERA SCHROEDER Y HECTOR DAVID MOSSETTO,33-71616342-9,Av. San Martin 0 esq. Ernesto Che Guevara,GRAL. CAMPOS,LA PAMPA,-63.58657,-37.459454
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,BRUCAN COMBUSTIBLES SA,30-71594311-1,Ruta Nacional 3 Km. 450.2,ADOLFO GONZALEZ CHAVEZ,BUENOS AIRES,-60.114832,-38.02311
Combustibles líquidos únicamente,PUMA,GONZALEZ CARLOS GUSTAVO Y GONZALEZ LEONARDO GASTON,33-70734148-9,"RUTA NAC. 136 KM 29,5 0",GUALEGUAYCHU,ENTRE RIOS,-58.310113,-33.005973
Combustibles líquidos únicamente,REFINOR,PETRANOR SRL,33-71065684-9,Bicentenario de la Batalla de Salta N°522,SALTA,SALTA,-65.40272,-24.78402
Duales (líquidos + GNC),PUMA,VEGAS KINDONG SRL,30-71629932-1,Av. Ricardo Balbin (ex Ruta 8) 3030,SAN MARTIN,BUENOS AIRES,-58.55211,-34.57291
Combustibles líquidos únicamente,BLANCA,MUNICIPALIDAD DE TOAY,30-99919733-3,13 DE CABALLERIA N° 888,TOAY,LA PAMPA,-64.371851,-36.674245
Combustibles líquidos únicamente,YPF,GARCIA WALTER ALBERTO,20-11514388-4,MORENO 147,AMERICA,BUENOS AIRES,-62.97843,-35.48828
Combustibles líquidos únicamente,YPF,JORGE LUIS MAFFIA S.A.,30-71028910-3,GENERAL VILLEGAS Y ANCALO,GRAL. PINTO,BUENOS AIRES,-61.88626,-34.76405
Combustibles líquidos únicamente,PUMA,CUMECHE SRL,30-64767567-7,RUTA NAC. N°3 KM 496,TRES ARROYOS,BUENOS AIRES,-60.313135,-38.38214
Combustibles líquidos únicamente,PUMA,GMJ SAS,30-71614070-5,RUTA N°8 KM 615,HOLMBERG,CORDOBA,-64.431504,-33.203828
Duales (líquidos + GNC),PUMA,GLOBAL OIL SRL,30-71146351-4,COLECTORA SUR RUTA NACIONAL N° 22 290,VILLA REGINA,RIO NEGRO,-67.088155,-39.092355
Duales (líquidos + GNC),YPF,RUMAOS SA,33-69958162-9,AZCUENAGA 972,VILLA NUEVA,MENDOZA,-68.797369,-32.912831
Duales (líquidos + GNC),SHELL C.A.P.S.A.,SC COMBUSTIBLES SAS,30-71647913-3,AV LA CORDILLERA 3771,CORDOBA,CORDOBA,-64.22483,-31.36437
Duales (líquidos + GNC),BLANCA,TRANSFUEL OIL SRL,30-56862212-6,Lopez y planes 3770,SANTA FE,SANTA FE,-60.71369,-31.63024
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,DON ROBERTO S. A.,30-70895265-2,AV. URQUIZA 1580,RESISTENCIA,CHACO,-58.979196,-27.482834
Combustibles líquidos únicamente,BLANCA,F&T SERVICIOS S.R.L,30-71568852-9,9 DE JULIO N°101,CNEL. BOGADO,SANTA FE,-60.6019,-33.31405
Combustibles líquidos únicamente,DAPSA S.A.,MAQUINAGRO S.A.,33-64647094-9,AV. SAN MARTIN Y GUTNISKI,EL COLORADO,FORMOSA,-59.074711,-26.20472
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,25 ALVEAR S.R.L,30-71548931-3,9 Y 36 790,25 DE MAYO,BUENOS AIRES,-60.16962,-35.425
Combustibles líquidos únicamente,PUMA,"ARRATE, JOSE LUIS",20-13207323-7,AV. INDEPENDENCIA 890 Y COLON,SAN CAYETANO,BUENOS AIRES,-59.61177,-38.34843
Sólo GNC,BLANCA,RUMIGAS S.R.L.,30-69090084-6,J. B. ALBERDI 840,PUEBLO ESTHER,SANTA FE,-60.582896,-33.069943
Combustibles líquidos únicamente,BLANCA,SINERCOM SRL,30-71426416-4,"Ruta Prov. 1, km 315",RECONQUISTA,SANTA FE,-59.677124,-29.222985
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,FGC FUELS MARKETING SA,33-71487776-9,Famatina 3387,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.409277,-34.646056
Duales (líquidos + GNC),YPF,COMBUSTIBLES BARCELO S.R.L.,33-70833259-9,MAURIN CALLE 6 Y 7,POCITOS,SAN JUAN,-68.5766,-31.65573
Combustibles líquidos únicamente,YPF,MENDOZA FUNDACIONAL S.A.,30-70918662-7,Acceso Este (Lateral Norte) y Costanera,SAN JOSE,MENDOZA,-68.75451,-32.92944
Duales (líquidos + GNC),PUMA,ESTACION DINKELDEIN S.R.L.,30-71553101-8,DINKELDEIN 976 y MORENO 1330,RIO CUARTO,CORDOBA,-64.36401,-33.12298
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,FRIOSAR SRL,30-71410512-0,RUTA PROV 2 Y RUTA PROV 5 0,MONTE VERA,SANTA FE,-60.68811,-31.54006
Combustibles líquidos únicamente,AXION,MONTE DUAL SRL,33-71496798-9,FAIR 1021,MONTE GRANDE,BUENOS AIRES,-58.491554,-34.809835
Duales (líquidos + GNC),AXION,PARQUE CONSTITUCION SRL,30-71640390-0,AV. CONSTITUCION 4703,MAR DEL PLATA,BUENOS AIRES,-57.55063,-37.96682
Combustibles líquidos únicamente,BLANCA,FAM SRL,30-71662682-9,AV. CARCANO 2186,VILLA CARLOS PAZ,CORDOBA,-64.5071,-31.44965
Combustibles líquidos únicamente,PUMA,FGC FUELS MARKETING SA,33-71487776-9,Castelli 350,CAMPANA,BUENOS AIRES,-58.96253,-34.16298
Combustibles líquidos únicamente,AXION,PAN AMERICAN ENERGY SL SUCURSAL ARGENTINA (PAE),30-69554247-6,"RUTA NAC 9, KM 92",ZARATE,BUENOS AIRES,-59.12373,-34.11047
Combustibles líquidos únicamente,AXION,PAN AMERICAN ENERGY SL SUCURSAL ARGENTINA (PAE),30-69554247-6,"RUTA NAC 9, KM 279",ARROYO SECO,SANTA FE,-60.571999,-33.134074
Duales (líquidos + GNC),AXION,FADEL SA,30-70814267-7,RUTA NACIONAL 14 KM 150.5,COLON,ENTRE RIOS,-58.2398,-32.27042
Combustibles líquidos únicamente,YPF,JUCRU INDEPENDENCIA SA,30-71582291-8,INDEPENDENCIA 4291,CORRIENTES,CORRIENTES,-58.799508,-27.480993
Combustibles líquidos únicamente,PUMA,NESTOR AMBROGIO SRL,30-71507303-6,ruta 34 72,CLASON,SANTA FE,-61.278572,-32.476087
Combustibles líquidos únicamente,PUMA,S.C.C. COMBUSTIBLES SRL,30-71635748-8,BALCARCE 1299,CHABAS,SANTA FE,-61.364386,-33.245986
Duales (líquidos + GNC),AXION,BACIK Y PADUA SRL,30-71558116-3,AV EVA PERON 6205,LIBERTAD,BUENOS AIRES,-58.70534,-34.704833
Duales (líquidos + GNC),REFINOR,CAMINO DEL PERU COMBUSTIBLES SRL,30-71641658-1,CAMINO DEL PERU 650,YERBA BUENA,TUCUMAN,-65.26264,-26.80819
Duales (líquidos + GNC),YPF,CARLOMAGNO GERARDO CAMILO,20-07995672-5,AV. MITRE 1794 ESQ. SIMÓN BOLÍVAR 1794,MINA CLAVERO,CORDOBA,-65.005388,-31.72941
Duales (líquidos + GNC),BLANCA,CENTRO DE SERVICIOS DEL ESTE SRL,30-71164253-2,"RUTA PROVINCIAL 303 KM 20,4",LOS RALOS,TUCUMAN,-65.008458,-26.874554
Duales (líquidos + GNC),YPF,YAGUARETE SRL,30-70880509-9,AV ARTURO ILLIA Y RUTA NAC. 38 0,LA CUMBRE,CORDOBA,-64.505718,-31.001127
Combustibles líquidos únicamente,PUMA,BARABALLE DIEGO ROLANDO,20-28198060-3,"Ruta 30 Km 26,5  0",MACIA,ENTRE RIOS,-59.396608,-32.196112
Duales (líquidos + GNC),REFINOR,TIRO AL BLANCO SRL,30-71655109-8,HIPOLITO IRIGOYEN 1336,SGO. DEL ESTERO,SANTIAGO DEL ESTERO,-64.271024,-27.774872
Combustibles líquidos únicamente,YPF,SERVICENTRO LOS REMEROS SRL,30-71206369-2,agustin m garcia 6269,TIGRE,BUENOS AIRES,-58.634021,-34.402076
Combustibles líquidos únicamente,VOY,PETROLEO Y SERVICIOS SA,30-71120953-7,AV MOSCONI 464,CATRIEL,RIO NEGRO,-67.792113,-37.872525
Combustibles líquidos únicamente,GULF,JUAN BAUTISTA BERTINATTI,20-10446321-6,AV. 24 DE SETIEMBRE Nº 1896,CORDOBA,CORDOBA,-64.158891,-31.411913
Combustibles líquidos únicamente,YPF,VILLAGAS S.A.,30-71570693-4,RUTA NAC. 18 KM 150 INTERSECCION RUTA PROV 20 0,VILLAGUAY,ENTRE RIOS,-59.029606,-31.806819
Combustibles líquidos únicamente,YPF,PETRONOR SRL,33-70724736-9,AVENIDA SABIN 1566,RESISTENCIA,CHACO,-58.98505,-27.436883
Duales (líquidos + GNC),AXION,DUNCUE SRL,30-66196952-7,JUAN DE GARAY 1483,DON TORCUATO,BUENOS AIRES,-58.617543,-34.486592
Duales (líquidos + GNC),YPF,PAM GAS S.A.,30-70834433-4,AVENIDA RIVADAVIA 14908,RAMOS MEJIA,BUENOS AIRES,-58.577652,-34.642921
Combustibles líquidos únicamente,AXION,ALVAREZ NEUMATICOS S.A.,30-62212069-7,AV. CABRERA 4114,BAHIA BLANCA,BUENOS AIRES,-62.22917,-38.68556
Combustibles líquidos únicamente,PUMA,BALSUAR 3 S.R.L.,30-71381220-6,9 DE JULIO 908,DEVOTO,CORDOBA,-62.302849,-31.407841
Sólo GNC,BLANCA,GOLD SRL,33-71588865-9,TUCUMAN Y LIBERTAD (RUTA NAC 38 KM 143) 0,VILLA DE SOTO,CORDOBA,-64.9954,-30.854945
Duales (líquidos + GNC),AXION,ELI S.A,30-68529905-0,"GRAL. MARTIN MIGUEL DE GUEMES 1701, ESQ. BELISARIO ROLDÁN",MORENO,BUENOS AIRES,-58.811612,-34.634061
Combustibles líquidos únicamente,YPF,JORGE LUIS MAFFIA S.A.,30-71028910-3,Ruta 188 km 255,GRAL. PINTO,BUENOS AIRES,-61.89142,-34.79329
Duales (líquidos + GNC),AXION,EXFAKO S.A,30-70807302-0,AV. PRESIDENTE PERON 4531 Y GERARDO DUMAK,VILLA TESEI,BUENOS AIRES,-58.62624,-34.632283
Combustibles líquidos únicamente,REFINOR,RAIMON S.R.L.,30-71406845-4,AV MATE DE LUNA 3796,SAN MIGUEL DE TUCUMAN,TUCUMAN,-65.25294,-26.82082
Duales (líquidos + GNC),PUMA,JOSEFA MENDIZABAL SRL,30-71503425-1,RUTA 2 KM 116,CHASCOMUS,BUENOS AIRES,-58.008532,-35.531806
Combustibles líquidos únicamente,VOY,SERVICENTRO EL ALAMO SA,30-71591036-1,Ruta 7 Km 259,JUNIN,BUENOS AIRES,-60.95844,-34.61105
Combustibles líquidos únicamente,YPF,PRIMAS GROUP S.A,30-71599456-5,Avenida Mitre Nro.101,CHIVILCOY,BUENOS AIRES,-60.009538,-34.903929
Combustibles líquidos únicamente,BLANCA,REY DENIS ANIBAL,20-20063371-8,JUAN DOMINGO PERON 622,GUAMINI,BUENOS AIRES,-62.41491,-37.01401
Sólo GNC,BLANCA,MATRIX SRL,30-71198893-5,SANTA FE 47,MONTE RICO,JUJUY,-65.160165,-24.441014
Duales (líquidos + GNC),REFINOR,SURTIDORES DEL SUR S.R.L.,30-71638749-2,JOSE MARMOL 1139 ESQ. AV. MITRE,AGUILARES,TUCUMAN,-65.61314,-27.432133
Combustibles líquidos únicamente,BLANCA,INNOVAGRO SOCIEDAD DE RESPONSABILIDAD LIMITADA,30-71021687-4,Ruta 20 km 81,LA TOMA,SAN LUIS,-65.615543,-33.062591
Combustibles líquidos únicamente,BLANCA,BUFFA ELVIRA BEATRIZ,27-13931643-1,"RUTA NACIONAL 12 KM 306,140",ROSARIO DE TALA,ENTRE RIOS,-59.30798,-32.36515
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,APELLGRAN SAS,30-71601409-2,AVENIDA BELGRANO 1116,VILLA DOLORES,CORDOBA,-65.17489,-31.94762
Combustibles líquidos únicamente,YPF,CR 88 SA,30-71652890-8,Av PTE Peron 1198,MAR DEL PLATA,BUENOS AIRES,-57.70933,-38.00801
Sólo GNC,BLANCA,INTEGRAL MENDOZA SA,30-65279261-4,LUCERO S/N 0 / INGENIERO GIAGNONI,SAN MARTIN,MENDOZA,-68.404657,-33.116298
Combustibles líquidos únicamente,BLANCA,AGRICULTORES FEDERADOS ARGENTINOS S.C.L.,30-52571862-6,SAN MARTIN 600,LOS CARDOS,SANTA FE,-61.633956,-32.322724
Duales (líquidos + GNC),AXION,BEKAGRO SRL,33-71485963-9,MANZANA W PARCELA 03 PARQUE IND. LA ISLA,LA BANDA,SANTIAGO DEL ESTERO,-64.249574,-27.764444
Combustibles líquidos únicamente,PUMA,M & C COMB SA,30-71654774-0,RUTA NACIONAL Nª 7 KM 587,VICUÑA MACKENNA,CORDOBA,-64.40488,-33.92954
Duales (líquidos + GNC),YPF,SARA ROSA SAIFAN,27-10015105-2,RUTA NAC 157 KM 50,SIMOCA,TUCUMAN,-65.35076,-27.26055
Duales (líquidos + GNC),SHELL C.A.P.S.A.,ESTACION RL I,30-71116849-0,RUTA NAC N° 38 ESPAÑA,MONTEROS,TUCUMAN,-65.49057,-27.17267
Duales (líquidos + GNC),PUMA,DIAGONALES Y BOULEVARES SA,30-71245922-7,RUTA 11 KM 249,GRAL. CONESA,BUENOS AIRES,-57.309782,-36.499852
Combustibles líquidos únicamente,AXION,LUBRICANTES SAN LORENZO SRL,33-56965126-9,BV. URQUIZA Y MANDOLINI,SAN LORENZO,SANTA FE,-60.75587,-32.747483
Duales (líquidos + GNC),REFINOR,TEXAS ENERGY SRL,30-71442228-2,AV. ALEM 1802,SAN MIGUEL DE TUCUMAN,TUCUMAN,-65.22399,-26.8531
Combustibles líquidos únicamente,YPF,MILENIUM SRL,30-70365690-7,EMILIO BOTTINI 1832 ESQ. FELIPE BOUCHEZ 0,SAN SALVADOR DE JUJUY,JUJUY,-65.275602,-24.226563
Combustibles líquidos únicamente,AXION,59 SA,33-71633190-9,AV.SANTA FE 2428,MARTINEZ,BUENOS AIRES,-58.498379,-34.492969
Combustibles líquidos únicamente,YPF,JORGE LUIS MAFFIA S.A.,30-71028910-3,Ruta 188 km 255,GRAL. PINTO,BUENOS AIRES,-61.89187,-34.79318
Duales (líquidos + GNC),AXION,FGC FUELS MARKETING SA,33-71487776-9,Av Republica 280,RAMOS MEJIA,BUENOS AIRES,-58.55289,-34.63736
Combustibles líquidos únicamente,BLANCA,EL GUAYACAN S.A,33-70810905-9,RUTA NAC 89 KM 386,QUIMILI,SANTIAGO DEL ESTERO,-62.40886,-27.65672
Combustibles líquidos únicamente,GULF,LFS COMBUSTIBLES S.A,30-70938057-1,HIPOLITO YRIGOYEN 2015,SAN FERNANDO,BUENOS AIRES,-58.562084,-34.447065
Duales (líquidos + GNC),PUMA,JEMAGAS5,30-71610534-9,RUTA NACIONAL N° 60 KM 824,DEAN FUNES,CORDOBA,-64.339231,-30.426233
Combustibles líquidos únicamente,DAPSA S.A.,PETRO LANC S.A.,30-71472692-3,25 de Mayo 502,LANUS,BUENOS AIRES,-58.399102,-34.707595
Duales (líquidos + GNC),BLANCA,LFS COMBUSTIBLES S.A,30-70938057-1,ARENALES 781,MORON,BUENOS AIRES,-58.607573,-34.65992
Duales (líquidos + GNC),GULF,LFS COMBUSTIBLES S.A,30-70938057-1,AV DON BOSCO 3360,VILLA LUZURIAGA,BUENOS AIRES,-58.59638,-34.662192
Duales (líquidos + GNC),GULF,LFS COMBUSTIBLES S.A,30-70938057-1,AV- HIPOLITO YRIGOYEN 501,AVELLANEDA,BUENOS AIRES,-58.37682,-34.663332
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,PENTAGONO DUAL SRL,30-71541269-8,RUTA PROV. N° 2 KM. 45 200 Y CALLE 425,LA PLATA,BUENOS AIRES,-58.168302,-34.941001
